A,B,Weight,5,10,15,Date
292017195,882568174,65891,25,23,22,2017-07-15
2107264161,1243785496,1179,34,26,20,2017-07-15
199010025,367665957,41831,13,13,12,2017-07-15
123367778,119102825,1885,4,4,4,2017-07-15
868028374,681992259,2115,64,59,52,2017-07-15
292017195,861880236,47752,109,96,86,2017-07-15
195941619,1243785496,244,8,6,4,2017-07-15
292017195,750536806,9700,162,148,131,2017-07-15
1562319742,1155769568,202,2,2,2,2017-07-15
1768805330,1523011077,3144,5,5,5,2017-07-15
123367778,1981869729,76767,85,84,84,2017-07-15
1981869729,119102825,60531,105,103,103,2017-07-15
645787100,516319932,19275,753,621,488,2017-07-15
2083901299,1441110689,56477,3,3,3,2017-07-15
1074509745,123367778,3,0,0,0,2017-07-15
2108187232,1562319742,1903,5,4,3,2017-07-15
1243556596,123367778,20,1,1,1,2017-07-15
2072496780,1155769568,285,10,6,4,2017-07-15
750536806,882568174,54513,76,73,73,2017-07-15
292017195,1058275714,63685,200,180,162,2017-07-15
401107636,2083901299,9,1,0,0,2017-07-15
1074509745,1441110689,915,41,29,22,2017-07-15
1243785496,367665957,59606,64,60,56,2017-07-15
1260588087,1243785496,317,15,10,6,2017-07-15
199010025,1155769568,39171,14,12,12,2017-07-15
1523011077,401107636,19,2,1,0,2017-07-15
882568174,418016778,15728,1,1,1,2017-07-15
1441110689,119102825,2,0,0,0,2017-07-15
123367778,1243785496,2879,58,44,42,2017-07-15
1441110689,1155769568,40,3,2,0,2017-07-15
1243785496,2072496780,2251,52,44,40,2017-07-15
1562319742,1441110689,79,3,2,2,2017-07-15
1243556596,119102825,245,7,5,5,2017-07-15
199010025,1260588087,60,4,4,2,2017-07-15
2108187232,1267917984,1424,1,1,1,2017-07-15
1697801431,1243785496,400,11,8,8,2017-07-15
882568174,837070604,66968,3,3,3,2017-07-15
837070604,418016778,13268,2,2,2,2017-07-15
119102825,418016778,10876,252,220,177,2017-07-15
1562319742,199010025,45,3,3,1,2017-07-15
1886735120,1697801431,8,0,0,0,2017-07-15
516319932,837070604,65133,41,39,35,2017-07-15
2072496780,1523011077,129,2,2,2,2017-07-15
1267917984,1243785496,517,14,11,8,2017-07-15
868028374,1243785496,261,3,3,3,2017-07-15
1074509745,2072496780,23,2,2,0,2017-07-15
2108187232,1118341011,26,1,1,1,2017-07-15
1523011077,868028374,4,0,0,0,2017-07-15
199010025,2108187232,76,5,3,2,2017-07-15
645787100,1328525114,50531,4,4,4,2017-07-15
1243556596,199010025,39131,18,18,16,2017-07-15
292017195,1328525114,20765,391,329,288,2017-07-15
2108187232,2072496780,7,0,0,0,2017-07-15
750536806,1058275714,21249,128,122,117,2017-07-15
119102825,1562319742,17743,5,5,5,2017-07-15
1058275714,645787100,5270,9,7,6,2017-07-15
1243556596,1441110689,5,0,0,0,2017-07-15
1243785496,265442043,401,12,12,9,2017-07-15
1243785496,1981869729,5174,97,83,74,2017-07-15
367665957,1697801431,232,8,8,5,2017-07-15
2083901299,681992259,17891,2,2,2,2017-07-15
1267917984,2107264161,1541,23,22,19,2017-07-15
837070604,861880236,82969,4,4,4,2017-07-15
1267917984,1981869729,253,9,6,4,2017-07-15
2107264161,1523011077,38413,308,295,275,2017-07-15
761777717,367665957,19,2,1,0,2017-07-15
2107264161,2083901299,36,1,1,1,2017-07-15
1886735120,1441110689,13,1,1,0,2017-07-15
