A,B,Weight,5,10,15,Date
529267318,188022388,84,4,4,2,2017-06-14
436354849,937382991,1,0,0,0,2017-06-14
937382991,1297626412,1,0,0,0,2017-06-14
785521379,506787694,1,0,0,0,2017-06-14
261506095,2019896863,14,1,1,0,2017-06-14
506787694,1595046803,62,2,2,2,2017-06-14
1797478476,1855318031,642,19,18,16,2017-06-14
509894971,1340120396,5922,2,2,2,2017-06-14
1542859260,1595046803,30,1,1,1,2017-06-14
785521379,13924313,8,0,0,0,2017-06-14
1523535840,1797478476,667,10,9,9,2017-06-14
436354849,1329943085,600,20,19,18,2017-06-14
984585204,482638152,28358,731,621,513,2017-06-14
482638152,425693387,51,2,1,1,2017-06-14
1028108067,482638152,69,5,4,1,2017-06-14
529267318,929282399,2,0,0,0,2017-06-14
1797478476,1532059983,55569,31,29,25,2017-06-14
667431128,717422158,2,0,0,0,2017-06-14
482638152,188022388,42,2,2,1,2017-06-14
482638152,1855318031,58,2,2,2,2017-06-14
1542859260,195301567,8,1,0,0,2017-06-14
436354849,261506095,196,8,7,5,2017-06-14
436354849,1634201119,47957,21,20,17,2017-06-14
2120606799,1813070512,1208,13,12,12,2017-06-14
1542859260,644337676,60004,4,4,4,2017-06-14
482638152,717422158,17,2,0,0,2017-06-14
1813070512,1634201119,173,3,3,3,2017-06-14
195301567,436354849,228,10,8,5,2017-06-14
785521379,1983103244,28,2,1,0,2017-06-14
1329943085,1595046803,583,6,5,5,2017-06-14
927000717,1797478476,677,20,16,15,2017-06-14
1610791280,1634201119,18,1,1,0,2017-06-14
1297626412,482638152,2,0,0,0,2017-06-14
2120606799,1028108067,6591,110,91,83,2017-06-14
436354849,2090913828,179,7,7,6,2017-06-14
1983103244,727607194,79,2,2,2,2017-06-14
1093938767,1523535840,75884,9,9,9,2017-06-14
1813070512,2090913828,8184,42,41,41,2017-06-14
1542859260,1634201119,57631,4,4,4,2017-06-14
929282399,509894971,57,3,1,1,2017-06-14
644337676,766418045,73246,5,5,5,2017-06-14
727607194,667431128,34,1,1,1,2017-06-14
53457775,436354849,223,4,4,4,2017-06-14
482638152,1797478476,384,10,8,5,2017-06-14
436354849,904281690,104,2,2,2,2017-06-14
1105957944,12547397,51824,704,614,539,2017-06-14
937382991,1329943085,1,0,0,0,2017-06-14
1797478476,1983103244,1061,13,13,12,2017-06-14
1542859260,1532059983,62099,6,6,6,2017-06-14
766418045,1797478476,55020,43,41,34,2017-06-14
1813070512,1297626412,11,1,0,0,2017-06-14
1813070512,667431128,58827,114,111,111,2017-06-14
929282399,727607194,96,4,3,3,2017-06-14
13924313,1797478476,1874,64,49,37,2017-06-14
1275847397,13924313,1653,6,3,2,2017-06-14
261506095,509894971,17845,10,9,8,2017-06-14
929282399,506787694,4837,47,33,30,2017-06-14
2019896863,1797478476,1196,34,25,19,2017-06-14
929282399,2019896863,4,0,0,0,2017-06-14
1127633220,1610791280,4683,71,69,62,2017-06-14
1813070512,188022388,11379,14,14,14,2017-06-14
1813070512,509894971,59511,143,141,139,2017-06-14
1983103244,667431128,67521,42,42,41,2017-06-14
1983103244,425693387,3,0,0,0,2017-06-14
1797478476,1297626412,977,45,32,23,2017-06-14
2019896863,2120606799,487,11,11,9,2017-06-14
1542859260,667431128,16,1,1,1,2017-06-14
436354849,929282399,299,11,7,6,2017-06-14
2120606799,13924313,1164,27,24,22,2017-06-14
1863652836,1634201119,48593,1,1,1,2017-06-14
1275847397,1634201119,8445,4,4,4,2017-06-14
1329943085,2090913828,7928,13,12,12,2017-06-14
1797478476,506787694,3106,35,29,28,2017-06-14
506787694,1610791280,2109,4,4,4,2017-06-14
1983103244,1340120396,5955,2,2,2,2017-06-14
2120606799,1595046803,2434,19,18,16,2017-06-14
1329943085,1297626412,377,10,7,6,2017-06-14
529267318,261506095,759,1,1,1,2017-06-14
1105957944,1319384206,69702,3,3,3,2017-06-14
1532059983,1127633220,94,4,2,2,2017-06-14
1813070512,1523535840,27199,226,199,171,2017-06-14
1028108067,927000717,22676,349,288,257,2017-06-14
53457775,2019896863,4683,11,11,10,2017-06-14
1542859260,1028108067,78,2,2,2,2017-06-14
509894971,727607194,76,2,2,2,2017-06-14
1275847397,506787694,114,2,2,2,2017-06-14
1542859260,53457775,143,4,4,3,2017-06-14
482638152,53457775,49,4,2,0,2017-06-14
529267318,509894971,16875,30,30,30,2017-06-14
1127633220,195301567,1,0,0,0,2017-06-14
261506095,53457775,35,2,2,2,2017-06-14
727607194,436354849,398,10,10,8,2017-06-14
506787694,436354849,70,3,2,2,2017-06-14
1983103244,1813070512,58359,142,141,140,2017-06-14
2120606799,667431128,1269,27,23,21,2017-06-14
482638152,929282399,85,3,3,1,2017-06-14
717422158,506787694,85,4,2,1,2017-06-14
13924313,927000717,36,2,2,1,2017-06-14
436354849,425693387,154,6,4,4,2017-06-14
1542859260,506787694,61,2,2,2,2017-06-14
1127633220,1275847397,5,0,0,0,2017-06-14
1523535840,2090913828,23135,14,14,14,2017-06-14
1797478476,425693387,76,4,4,1,2017-06-14
261506095,1093938767,17217,8,7,7,2017-06-14
1863652836,2120606799,46351,39,36,35,2017-06-14
1028108067,1127633220,5105,61,61,57,2017-06-14
644337676,1634201119,74633,5,5,5,2017-06-14
1523535840,1297626412,25,1,1,1,2017-06-14
644337676,1610791280,4,0,0,0,2017-06-14
1983103244,2090913828,7603,13,13,13,2017-06-14
1863652836,644337676,48584,2,2,2,2017-06-14
261506095,1813070512,21600,34,33,33,2017-06-14
436354849,1813070512,302,11,11,9,2017-06-14
717422158,1329943085,1,0,0,0,2017-06-14
1275847397,482638152,37130,605,505,415,2017-06-14
1496149278,1797478476,282,7,7,6,2017-06-14
1523535840,509894971,70004,13,12,12,2017-06-14
766418045,2120606799,72793,70,67,57,2017-06-14
929282399,1813070512,12,1,0,0,2017-06-14
2019896863,1275847397,2,0,0,0,2017-06-14
1863652836,1797478476,55673,17,15,13,2017-06-14
529267318,717422158,33,1,1,1,2017-06-14
1634201119,506787694,2954,13,11,10,2017-06-14
1523535840,1931053114,54393,425,384,346,2017-06-14
2120606799,509894971,1657,16,16,15,2017-06-14
1532059983,766418045,78616,5,5,5,2017-06-14
1028108067,53457775,72886,126,120,112,2017-06-14
1634201119,13924313,241,4,4,4,2017-06-14
436354849,1855318031,230,11,7,6,2017-06-14
188022388,1797478476,706,17,14,12,2017-06-14
1855318031,1297626412,304,8,7,7,2017-06-14
1340120396,436354849,5,0,0,0,2017-06-14
1863652836,506787694,18,1,1,1,2017-06-14
1542859260,717422158,4,0,0,0,2017-06-14
596479765,2019896863,31,2,1,1,2017-06-14
509894971,1610791280,2645,21,20,19,2017-06-14
436354849,1931053114,403,12,11,8,2017-06-14
436354849,1983103244,166,5,5,3,2017-06-14
13924313,509894971,99,4,4,2,2017-06-14
1127633220,2019896863,1,0,0,0,2017-06-14
482638152,644337676,5703,4,4,4,2017-06-14
1127633220,727607194,51230,42,35,26,2017-06-14
1797478476,904281690,1,0,0,0,2017-06-14
261506095,785521379,2615,29,27,22,2017-06-14
436354849,1532059983,49461,25,24,23,2017-06-14
785521379,937382991,4,0,0,0,2017-06-14
1127633220,509894971,68,2,2,2,2017-06-14
482638152,13924313,6927,3,3,2,2017-06-14
1028108067,509894971,3846,10,10,10,2017-06-14
927000717,1329943085,32,1,1,1,2017-06-14
929282399,1595046803,2,0,0,0,2017-06-14
195301567,1797478476,1156,21,19,15,2017-06-14
644337676,1127633220,342,16,11,8,2017-06-14
482638152,596479765,38,2,2,1,2017-06-14
1931053114,1797478476,723,12,12,12,2017-06-14
1127633220,53457775,6449,56,53,51,2017-06-14
436354849,1093938767,437,12,8,7,2017-06-14
1797478476,1595046803,1857,36,35,30,2017-06-14
667431128,509894971,67232,29,26,26,2017-06-14
1595046803,2019896863,1115,26,23,19,2017-06-14
1028108067,717422158,24,1,1,1,2017-06-14
436354849,998750028,202,8,7,5,2017-06-14
1532059983,13924313,14,1,1,0,2017-06-14
1028108067,1983103244,2144,16,14,14,2017-06-14
785521379,1813070512,4,0,0,0,2017-06-14
1532059983,506787694,37,2,2,2,2017-06-14
667431128,195301567,2,0,0,0,2017-06-14
261506095,667431128,20969,7,7,7,2017-06-14
1634201119,509894971,173,8,6,5,2017-06-14
53457775,1634201119,4599,39,35,34,2017-06-14
1127633220,785521379,3,0,0,0,2017-06-14
927000717,195301567,1,0,0,0,2017-06-14
506787694,727607194,14,1,1,0,2017-06-14
785521379,1797478476,1658,50,45,29,2017-06-14
