A,B,Weight,5,10,15,Date
1275847397,482638152,37666,830,736,625,2017-06-15
1542859260,785521379,31,1,1,1,2017-06-15
1542859260,1496149278,5,0,0,0,2017-06-15
1329943085,436354849,7,1,0,0,2017-06-15
667431128,1329943085,11823,14,14,14,2017-06-15
727607194,937382991,4,0,0,0,2017-06-15
727607194,927000717,15,1,1,0,2017-06-15
1797478476,509894971,219,10,6,5,2017-06-15
2090913828,1329943085,15587,47,47,46,2017-06-15
1496149278,1797478476,235,8,7,6,2017-06-15
