A,B,Weight,5,10,15,Date
386541381,1669106938,24235,3,3,3,2017-06-18
482638152,766418045,746,2,2,2,2017-06-18
929282399,1297626412,1293,22,18,16,2017-06-18
727607194,596479765,30,1,1,1,2017-06-18
506787694,596479765,22,1,1,1,2017-06-18
1542859260,644337676,955,3,3,2,2017-06-18
1542859260,1669106938,107,2,2,2,2017-06-18
386541381,717422158,116,3,3,3,2017-06-18
386541381,1028108067,134,1,1,1,2017-06-18
529267318,1595046803,12723,178,159,138,2017-06-18
195301567,929282399,38,2,2,1,2017-06-18
13924313,2044268456,32,3,1,0,2017-06-18
1275847397,506787694,11854,209,191,174,2017-06-18
1542859260,386541381,74,1,1,1,2017-06-18
436354849,188022388,64,3,3,2,2017-06-18
436354849,727607194,501,11,9,6,2017-06-18
927000717,785521379,4,0,0,0,2017-06-18
436354849,143668405,21,1,1,1,2017-06-18
1329943085,529267318,3840,2,2,2,2017-06-18
436354849,1275847397,17,1,1,1,2017-06-18
506787694,195301567,100,2,2,2,2017-06-18
785521379,2019896863,12,1,1,0,2017-06-18
2019896863,195301567,1,0,0,0,2017-06-18
1028108067,13924313,23,1,1,1,2017-06-18
436354849,425693387,9,0,0,0,2017-06-18
436354849,1855318031,30,2,1,1,2017-06-18
1127633220,717422158,621,4,4,4,2017-06-18
1750929825,927000717,18,1,1,0,2017-06-18
529267318,1855318031,37816,15,14,12,2017-06-18
436354849,717422158,227,7,5,3,2017-06-18
596479765,1297626412,6,0,0,0,2017-06-18
929282399,425693387,6729,22,16,16,2017-06-18
644337676,436354849,28861,36,35,35,2017-06-18
1750929825,1028108067,86,2,2,2,2017-06-18
1542859260,188022388,14,1,1,0,2017-06-18
717422158,727607194,1,0,0,0,2017-06-18
1595046803,717422158,25,2,2,0,2017-06-18
1127633220,596479765,1,0,0,0,2017-06-18
529267318,2044268456,3065,44,40,35,2017-06-18
13924313,929282399,6,0,0,0,2017-06-18
1127633220,1595046803,1,0,0,0,2017-06-18
1028108067,2120606799,577,14,13,9,2017-06-18
1275847397,482638152,60506,138,128,110,2017-06-18
1542859260,785521379,110,2,2,2,2017-06-18
1542859260,1496149278,10,1,0,0,2017-06-18
1542859260,1127633220,18,2,1,0,2017-06-18
436354849,785521379,3,0,0,0,2017-06-18
