A,B,Weight,5,10,15,Date
409017060,1639722367,46061,33,33,33,2017-06-04
409017060,39289471,138,4,4,3,2017-06-04
823871393,1738013984,69173,389,381,373,2017-06-04
352803492,1777531055,30820,55,54,54,2017-06-04
1486352360,875194475,3,0,0,0,2017-06-04
352803492,141963075,7,1,0,0,2017-06-04
1738013984,352803492,5499,1,1,1,2017-06-04
1738013984,372130603,2,0,0,0,2017-06-04
1822997786,1626621083,2,0,0,0,2017-06-04
289647643,898746163,2,0,0,0,2017-06-04
1020001783,1412465344,73644,8,8,8,2017-06-04
738271158,451580037,33302,20,20,20,2017-06-04
1639722367,39289471,88,3,2,2,2017-06-04
372130603,208055742,57899,11,11,11,2017-06-04
1412465344,875194475,27610,61,61,61,2017-06-04
1020001783,875194475,24052,63,62,62,2017-06-04
1054474252,875194475,24195,66,64,64,2017-06-04
289647643,372130603,1,0,0,0,2017-06-04
1649570713,1666138047,10,1,0,0,2017-06-04
352803492,1649570713,1460,73,55,40,2017-06-04
1054474252,185220184,18424,4,4,4,2017-06-04
1596461864,1662800680,25908,40,40,40,2017-06-04
409017060,372130603,25562,16,16,16,2017-06-04
1020001783,1662800680,26523,39,39,39,2017-06-04
372130603,1666138047,2,0,0,0,2017-06-04
372130603,1822997786,2,0,0,0,2017-06-04
1626621083,1911249844,71808,7,7,7,2017-06-04
1633008291,517927682,47523,30,30,30,2017-06-04
1626621083,898746163,72060,6,6,6,2017-06-04
898746163,1822997786,635,26,23,19,2017-06-04
451580037,1777531055,31039,49,49,48,2017-06-04
1486352360,352803492,58081,16,16,16,2017-06-04
1054474252,1996782215,29,1,1,1,2017-06-04
738271158,352803492,56913,22,22,22,2017-06-04
1596461864,875194475,24713,60,60,60,2017-06-04
1596461864,1412465344,60991,2,2,2,2017-06-04
1911249844,898746163,45456,3,3,3,2017-06-04
517927682,1626621083,1028,2,2,1,2017-06-04
1412465344,1662800680,25418,38,38,37,2017-06-04
1054474252,1911249844,80,2,2,2,2017-06-04
185220184,1996782215,15,1,1,0,2017-06-04
1486352360,1777531055,2696,13,13,12,2017-06-04
426300644,178570915,64080,3,3,3,2017-06-04
1020001783,1054474252,56724,18,15,13,2017-06-04
185220184,1911249844,54333,3,3,3,2017-06-04
1626621083,39289471,8,1,0,0,2017-06-04
875194475,1822997786,3,0,0,0,2017-06-04
1054474252,1666138047,37,1,1,1,2017-06-04
1596461864,1054474252,49600,3,3,3,2017-06-04
451580037,1486352360,59382,17,17,17,2017-06-04
1486352360,738271158,57955,38,38,38,2017-06-04
208055742,185220184,25,1,1,1,2017-06-04
738271158,1649570713,3,0,0,0,2017-06-04
372130603,1639722367,1098,2,2,2,2017-06-04
1054474252,39289471,26458,47,47,47,2017-06-04
1054474252,1662800680,34023,40,40,40,2017-06-04
451580037,352803492,20574,1,1,1,2017-06-04
1412465344,1054474252,61838,4,4,4,2017-06-04
1649570713,141963075,32592,20,20,20,2017-06-04
1486352360,1822997786,4,0,0,0,2017-06-04
1626621083,289647643,3544,4,4,4,2017-06-04
517927682,898746163,19,1,1,0,2017-06-04
875194475,1662800680,25438,85,85,85,2017-06-04
185220184,1626621083,49125,3,3,3,2017-06-04
185220184,898746163,10857,3,3,3,2017-06-04
738271158,1777531055,31246,55,55,55,2017-06-04
39289471,185220184,27259,47,46,46,2017-06-04
1738013984,1486352360,3667,143,122,98,2017-06-04
1054474252,898746163,28,1,1,1,2017-06-04
