A,B,Weight,5,10,15,Date
352803492,1054474252,12,0,0,0,2017-06-05
352803492,141963075,46,3,2,1,2017-06-05
1054474252,1738013984,3,0,0,0,2017-06-05
451580037,352803492,51625,6,6,6,2017-06-05
185220184,141963075,34,1,1,1,2017-06-05
451580037,1649570713,177,9,6,5,2017-06-05
1054474252,1822997786,6,0,0,0,2017-06-05
451580037,1054474252,16,1,0,0,2017-06-05
451580037,2118077294,3348,4,4,4,2017-06-05
1486352360,1596461864,2,0,0,0,2017-06-05
141963075,1649570713,31741,30,30,30,2017-06-05
185220184,1054474252,936,4,4,4,2017-06-05
1054474252,1486352360,1,0,0,0,2017-06-05
141963075,1666138047,10,1,0,0,2017-06-05
1054474252,1596461864,48141,4,4,4,2017-06-05
426300644,178570915,30313,19,18,18,2017-06-05
1020001783,1054474252,50610,8,6,6,2017-06-05
185220184,1822997786,4,0,0,0,2017-06-05
372130603,898746163,7,0,0,0,2017-06-05
1054474252,1666138047,7180,172,147,112,2017-06-05
352803492,1596461864,2,0,0,0,2017-06-05
1486352360,738271158,58993,144,142,142,2017-06-05
1639722367,1822997786,1,0,0,0,2017-06-05
1412465344,185220184,3,0,0,0,2017-06-05
141963075,372130603,1,0,0,0,2017-06-05
1639722367,289647643,14,2,0,0,2017-06-05
352803492,1738013984,464,5,5,5,2017-06-05
1486352360,141963075,1,0,0,0,2017-06-05
1626621083,1649570713,69,2,2,2,2017-06-05
1486352360,898746163,24,2,0,0,2017-06-05
352803492,1486352360,65687,84,84,84,2017-06-05
517927682,1412465344,382,4,3,2,2017-06-05
1639722367,1738013984,4,0,0,0,2017-06-05
1412465344,898746163,32,2,2,1,2017-06-05
1649570713,289647643,2696,31,28,24,2017-06-05
1822997786,1626621083,2,0,0,0,2017-06-05
1626621083,517927682,1014,2,2,2,2017-06-05
1486352360,1639722367,2,0,0,0,2017-06-05
352803492,1666138047,7,1,0,0,2017-06-05
1639722367,1649570713,9,1,0,0,2017-06-05
352803492,185220184,19,1,1,0,2017-06-05
1054474252,1412465344,39926,20,18,15,2017-06-05
1627165108,1649570713,1,0,0,0,2017-06-05
898746163,798607520,24,2,1,0,2017-06-05
1486352360,1626621083,1,0,0,0,2017-06-05
372130603,1649570713,5,0,0,0,2017-06-05
898746163,208055742,2965,1,1,1,2017-06-05
1412465344,352803492,4,0,0,0,2017-06-05
1666138047,451580037,2,0,0,0,2017-06-05
1412465344,1596461864,48037,4,4,4,2017-06-05
1649570713,208055742,2,0,0,0,2017-06-05
1412465344,1020001783,33958,73,68,63,2017-06-05
185220184,1911249844,50205,46,46,46,2017-06-05
1486352360,451580037,65269,81,81,81,2017-06-05
898746163,1649570713,7,0,0,0,2017-06-05
1639722367,798607520,15,2,0,0,2017-06-05
289647643,1626621083,5,0,0,0,2017-06-05
185220184,1666138047,751,6,5,4,2017-06-05
372130603,1738013984,20,1,1,1,2017-06-05
451580037,1996782215,4,0,0,0,2017-06-05
185220184,289647643,8,0,0,0,2017-06-05
451580037,898746163,1602,16,15,13,2017-06-05
1649570713,1822997786,1607,28,24,21,2017-06-05
1596461864,1649570713,22,2,1,0,2017-06-05
141963075,208055742,16,1,1,1,2017-06-05
823871393,1738013984,67724,418,405,392,2017-06-05
372130603,798607520,13,1,1,0,2017-06-05
738271158,451580037,61892,78,78,78,2017-06-05
1412465344,436910436,24,2,2,0,2017-06-05
372130603,208055742,29456,80,79,77,2017-06-05
451580037,185220184,4,0,0,0,2017-06-05
898746163,185220184,47439,52,52,52,2017-06-05
1639722367,898746163,53,2,2,2,2017-06-05
451580037,208055742,4,0,0,0,2017-06-05
1054474252,208055742,9,1,0,0,2017-06-05
1486352360,372130603,18,1,1,1,2017-06-05
1822997786,372130603,7,1,0,0,2017-06-05
1666138047,208055742,385,17,14,12,2017-06-05
1596461864,798607520,2,0,0,0,2017-06-05
451580037,1596461864,8870,3,3,3,2017-06-05
898746163,1911249844,44920,89,88,88,2017-06-05
1649570713,352803492,2,0,0,0,2017-06-05
352803492,1822997786,3,0,0,0,2017-06-05
1054474252,372130603,2,0,0,0,2017-06-05
1054474252,798607520,3,0,0,0,2017-06-05
1486352360,1738013984,1,0,0,0,2017-06-05
1596461864,1020001783,48436,5,5,5,2017-06-05
1054474252,141963075,2465,12,10,10,2017-06-05
185220184,1649570713,1,0,0,0,2017-06-05
1596461864,1626621083,14,1,0,0,2017-06-05
1822997786,1486352360,4,0,0,0,2017-06-05
451580037,1822997786,3039,39,36,35,2017-06-05
1639722367,1225960365,40976,37,37,37,2017-06-05
1666138047,898746163,2,0,0,0,2017-06-05
1639722367,372130603,21197,4,4,4,2017-06-05
352803492,898746163,8451,4,4,4,2017-06-05
1626621083,1911249844,62346,44,44,44,2017-06-05
1412465344,823871393,8,1,0,0,2017-06-05
898746163,289647643,11,0,0,0,2017-06-05
1822997786,898746163,194,7,5,5,2017-06-05
1596461864,1996782215,3,0,0,0,2017-06-05
451580037,1639722367,185,5,5,5,2017-06-05
1596461864,1822997786,12,1,1,0,2017-06-05
141963075,1815180464,2,0,0,0,2017-06-05
451580037,372130603,2,0,0,0,2017-06-05
1626621083,898746163,59193,49,49,49,2017-06-05
208055742,1486352360,2,0,0,0,2017-06-05
451580037,141963075,5955,8,8,8,2017-06-05
1596461864,2118077294,1338,25,23,19,2017-06-05
372130603,1666138047,1,0,0,0,2017-06-05
1596461864,141963075,4594,8,8,8,2017-06-05
898746163,1738013984,1,0,0,0,2017-06-05
141963075,2118077294,2788,8,8,6,2017-06-05
